county,reporting,yes_votes,yes_percent,no_votes,no_percent,reporting_time,download_timestamp
inyo,100.0% (20 of 20) precincts reporting,3127,51.5,2944,48.5,"September 17, 2021, 10:57 a.m.",2021-09-17T20:23:39+00:00
kern,100.0% (727 of 727) precincts reporting,67807,57.9,49244,42.1,"September 17, 2021, 1:08 p.m.",2021-09-17T20:23:39+00:00
modoc,100.0% (21 of 21) precincts reporting,2508,78.0,706,22.0,"September 17, 2021, 10:47 a.m.",2021-09-17T20:23:39+00:00
statewide,"100.0% (18,185 of 18,185) precincts reporting",3483136,36.4,6087471,63.6,"September 17, 2021, 1:08 p.m.",2021-09-17T20:23:39+00:00
contra-costa,100.0% (958 of 958) precincts reporting,124624,28.5,312908,71.5,"September 17, 2021, 4:15 p.m.",2021-09-17T23:23:34+00:00
kings,100.0% (30 of 30) precincts reporting,18037,63.7,10285,36.3,"September 17, 2021, 2:55 p.m.",2021-09-17T23:23:34+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",730463,29.3,1760953,70.7,"September 17, 2021, 4:03 p.m.",2021-09-17T23:23:34+00:00
nevada,100.0% (112 of 112) precincts reporting,21606,44.6,26891,55.4,"September 17, 2021, 4:05 p.m.",2021-09-17T23:23:34+00:00
sacramento,100.0% (602 of 602) precincts reporting,135698,36.6,235299,63.4,"September 17, 2021, 2:21 p.m.",2021-09-17T23:23:34+00:00
san-benito,100.0% (18 of 18) precincts reporting,7635,41.7,10655,58.3,"September 17, 2021, 3:55 p.m.",2021-09-17T23:23:34+00:00
san-bernardino,"100.0% (1,749 of 1,749) precincts reporting",219809,48.5,233410,51.5,"September 17, 2021, 4:03 p.m.",2021-09-17T23:23:34+00:00
san-francisco,100.0% (611 of 611) precincts reporting,43835,13.8,274730,86.2,"September 17, 2021, 4:03 p.m.",2021-09-17T23:23:34+00:00
shasta,100.0% (98 of 98) precincts reporting,35678,66.6,17870,33.4,"September 17, 2021, 2:22 p.m.",2021-09-17T23:23:34+00:00
siskiyou,100.0% (54 of 54) precincts reporting,11125,62.0,6823,38.0,"September 17, 2021, 2:08 p.m.",2021-09-17T23:23:34+00:00
statewide,"100.0% (18,185 of 18,185) precincts reporting",3648328,36.3,6395369,63.7,"September 17, 2021, 4:15 p.m.",2021-09-17T23:23:34+00:00
yolo,100.0% (32 of 32) precincts reporting,17153,29.3,41372,70.7,"September 17, 2021, 1:56 p.m.",2021-09-17T23:23:34+00:00
alameda,100.0% (521 of 521) precincts reporting,89893,18.1,407671,81.9,"September 17, 2021, 4:49 p.m.",2021-09-18T00:12:58+00:00
calaveras,100.0% (29 of 29) precincts reporting,14559,64.5,8018,35.5,"September 17, 2021, 4:21 p.m.",2021-09-18T00:12:58+00:00
fresno,100.0% (279 of 279) precincts reporting,105679,50.5,103726,49.5,"September 17, 2021, 4:33 p.m.",2021-09-18T00:12:58+00:00
imperial,100.0% (219 of 219) precincts reporting,6591,37.5,11000,62.5,"September 17, 2021, 4:57 p.m.",2021-09-18T00:12:58+00:00
inyo,100.0% (20 of 20) precincts reporting,3777,54.6,3140,45.4,"September 17, 2021, 4:36 p.m.",2021-09-18T00:12:58+00:00
marin,100.0% (104 of 104) precincts reporting,18478,16.4,93865,83.6,"September 17, 2021, 4:55 p.m.",2021-09-18T00:12:58+00:00
napa,100.0% (191 of 191) precincts reporting,12051,30.0,28171,70.0,"September 17, 2021, 4:51 p.m.",2021-09-18T00:12:58+00:00
santa-clara,100.0% (509 of 509) precincts reporting,143007,25.4,420619,74.6,"September 17, 2021, 4:55 p.m.",2021-09-18T00:12:58+00:00
stanislaus,100.0% (87 of 87) precincts reporting,67182,53.3,58807,46.7,"September 17, 2021, 4:33 p.m.",2021-09-18T00:12:58+00:00
statewide,"100.0% (18,185 of 18,185) precincts reporting",3723942,36.2,6549401,63.8,"September 17, 2021, 4:57 p.m.",2021-09-18T00:12:58+00:00
lassen,100.0% (57 of 57) precincts reporting,8414,84.2,1573,15.8,"September 17, 2021, 5:25 p.m.",2021-09-18T02:23:53+00:00
monterey,100.0% (188 of 188) precincts reporting,27122,29.4,65198,70.6,"September 17, 2021, 5:29 p.m.",2021-09-18T02:23:53+00:00
orange,"100.0% (1,801 of 1,801) precincts reporting",485143,48.0,525255,52.0,"September 17, 2021, 5:09 p.m.",2021-09-18T02:23:53+00:00
riverside,100.0% (763 of 763) precincts reporting,292144,48.8,306394,51.2,"September 17, 2021, 5:49 p.m.",2021-09-18T02:23:53+00:00
san-diego,"100.0% (1,825 of 1,825) precincts reporting",418633,41.9,581567,58.1,"September 17, 2021, 5:13 p.m.",2021-09-18T02:23:53+00:00
santa-cruz,100.0% (85 of 85) precincts reporting,19125,20.6,73845,79.4,"September 17, 2021, 6:04 p.m.",2021-09-18T02:23:53+00:00
solano,100.0% (187 of 187) precincts reporting,55368,37.2,93624,62.8,"September 17, 2021, 5:19 p.m.",2021-09-18T02:23:53+00:00
sonoma,100.0% (324 of 324) precincts reporting,38937,23.1,129295,76.9,"September 17, 2021, 5:33 p.m.",2021-09-18T02:23:53+00:00
statewide,"100.0% (18,185 of 18,185) precincts reporting",3855596,36.5,6703848,63.5,"September 17, 2021, 6:04 p.m.",2021-09-18T02:23:53+00:00
